z	aF	bF	cF	dF	eF
7.57197	0.138322	-0.00381213	2.64224	0.0720201	12.377
7.56234	0.138253	-0.00381787	2.63792	0.0719901	12.3485
7.55271	0.138185	-0.00382374	2.63359	0.0719601	12.3201
7.54307	0.138116	-0.00382975	2.62927	0.0719301	12.2916
7.53342	0.138046	-0.0038359	2.62495	0.0719001	12.263
7.52376	0.137977	-0.00384218	2.62063	0.0718702	12.2344
7.51409	0.137908	-0.0038486	2.61632	0.0718403	12.2058
7.50441	0.137838	-0.00385516	2.612	0.0718104	12.1771
7.49473	0.137768	-0.00386187	2.60769	0.0717806	12.1484
7.48504	0.137698	-0.00386873	2.60338	0.0717508	12.1197
7.47534	0.137628	-0.00387573	2.59907	0.071721	12.0909
7.46562	0.137558	-0.00388288	2.59477	0.0716913	12.062
7.45591	0.137488	-0.00389019	2.59046	0.0716616	12.0331
7.44618	0.137417	-0.00389765	2.58616	0.0716319	12.0042
7.43644	0.137347	-0.00390527	2.58186	0.0716023	11.9752
7.4267	0.137276	-0.00391304	2.57756	0.0715728	11.9462
7.41694	0.137205	-0.00392098	2.57327	0.0715433	11.9172
7.40718	0.137134	-0.00392908	2.56897	0.0715138	11.888
7.39741	0.137063	-0.00393735	2.56468	0.0714845	11.8589
7.38763	0.136992	-0.00394579	2.56039	0.0714551	11.8297
7.37784	0.13692	-0.00395439	2.5561	0.0714259	11.8005
7.36805	0.136849	-0.00396317	2.55181	0.0713967	11.7712
7.35824	0.136777	-0.00397212	2.54753	0.0713675	11.7418
7.34843	0.136705	-0.00398125	2.54325	0.0713384	11.7124
7.3386	0.136633	-0.00399057	2.53897	0.0713094	11.683
7.32877	0.136561	-0.00400006	2.53469	0.0712805	11.6535
7.31893	0.136489	-0.00400974	2.53041	0.0712517	11.624
7.30908	0.136416	-0.0040196	2.52614	0.0712229	11.5945
7.29922	0.136344	-0.00402966	2.52187	0.0711942	11.5648
7.28935	0.136271	-0.00403991	2.5176	0.0711656	11.5352
7.27948	0.136199	-0.00405035	2.51333	0.0711371	11.5055
7.26959	0.136126	-0.00406099	2.50906	0.0711086	11.4757
7.2597	0.136053	-0.00407183	2.5048	0.0710803	11.4459
7.24979	0.13598	-0.00408287	2.50054	0.071052	11.416
7.23988	0.135907	-0.00409412	2.49628	0.0710239	11.3861
7.22996	0.135833	-0.00410558	2.49202	0.0709958	11.3562
7.22003	0.13576	-0.00411724	2.48776	0.0709679	11.3262
7.21009	0.135686	-0.00412913	2.48351	0.07094	11.2961
7.20014	0.135613	-0.00414122	2.47926	0.0709123	11.266
7.19018	0.135539	-0.00415354	2.47501	0.0708847	11.2359
7.18021	0.135465	-0.00416607	2.47076	0.0708572	11.2056
7.17024	0.135391	-0.00417883	2.46651	0.0708298	11.1754
7.16025	0.135317	-0.00419182	2.46227	0.0708025	11.1451
7.15026	0.135243	-0.00420504	2.45803	0.0707754	11.1147
7.14025	0.135169	-0.00421849	2.45379	0.0707484	11.0843
7.13024	0.135095	-0.00423218	2.44955	0.0707215	11.0539
7.12022	0.13502	-0.00424611	2.44532	0.0706948	11.0233
7.11019	0.134946	-0.00426027	2.44108	0.0706682	10.9928
7.10014	0.134871	-0.00427469	2.43685	0.0706417	10.9622
7.09009	0.134797	-0.00428935	2.43262	0.0706154	10.9315
7.08003	0.134722	-0.00430426	2.4284	0.0705892	10.9008
7.06996	0.134647	-0.00431942	2.42417	0.0705632	10.87
7.05989	0.134572	-0.00433484	2.41995	0.0705373	10.8392
7.0498	0.134497	-0.00435052	2.41573	0.0705116	10.8083
7.0397	0.134422	-0.00436647	2.41151	0.0704861	10.7774
7.02959	0.134347	-0.00438268	2.40729	0.0704607	10.7464
7.01948	0.134272	-0.00439916	2.40308	0.0704355	10.7153
7.00935	0.134197	-0.00441591	2.39887	0.0704105	10.6843
6.99922	0.134122	-0.00443293	2.39466	0.0703856	10.6531
6.98907	0.134047	-0.00445024	2.39045	0.070361	10.6219
6.97892	0.133971	-0.00446783	2.38624	0.0703365	10.5906
6.96875	0.133896	-0.0044857	2.38204	0.0703122	10.5593
6.95858	0.13382	-0.00450386	2.37784	0.0702881	10.528
6.94839	0.133745	-0.00452231	2.37364	0.0702642	10.4966
6.9382	0.133669	-0.00454106	2.36944	0.0702404	10.4651
6.928	0.133594	-0.0045601	2.36524	0.0702169	10.4335
6.91778	0.133518	-0.00457945	2.36105	0.0701937	10.402
6.90756	0.133442	-0.0045991	2.35686	0.0701706	10.3703
6.89733	0.133367	-0.00461906	2.35267	0.0701477	10.3386
6.88709	0.133291	-0.00463933	2.34848	0.0701251	10.3069
6.87684	0.133215	-0.00465991	2.3443	0.0701027	10.2751
6.86657	0.13314	-0.00468082	2.34011	0.0700805	10.2432
6.8563	0.133064	-0.00470204	2.33593	0.0700585	10.2113
6.84602	0.132988	-0.00472359	2.33175	0.0700368	10.1793
6.83573	0.132912	-0.00474547	2.32758	0.0700153	10.1473
6.82543	0.132837	-0.00476769	2.3234	0.0699941	10.1152
6.81512	0.132761	-0.00479023	2.31923	0.0699732	10.083
6.80479	0.132685	-0.00481312	2.31506	0.0699524	10.0508
6.79446	0.132609	-0.00483635	2.31089	0.069932	10.0186
6.78412	0.132534	-0.00485993	2.30672	0.0699118	9.98625
6.77377	0.132458	-0.00488385	2.30256	0.0698919	9.95388
6.76341	0.132382	-0.00490813	2.2984	0.0698723	9.92145
6.75304	0.132307	-0.00493276	2.29424	0.0698529	9.88896
6.74265	0.132231	-0.00495776	2.29008	0.0698338	9.85641
6.73226	0.132155	-0.00498312	2.28592	0.0698151	9.82381
6.72186	0.13208	-0.00500884	2.28177	0.0697966	9.79115
6.71145	0.132004	-0.00503494	2.27762	0.0697784	9.75843
6.70102	0.131929	-0.00506141	2.27347	0.0697605	9.72565
6.69059	0.131853	-0.00508826	2.26932	0.0697429	9.69281
6.68015	0.131778	-0.0051155	2.26517	0.0697257	9.65992
6.66969	0.131703	-0.00514311	2.26103	0.0697087	9.62697
6.65923	0.131628	-0.00517112	2.25689	0.0696921	9.59396
6.64875	0.131552	-0.00519952	2.25275	0.0696759	9.5609
6.63827	0.131477	-0.00522831	2.24861	0.0696599	9.52777
6.62777	0.131402	-0.00525751	2.24447	0.0696443	9.49459
6.61726	0.131327	-0.00528711	2.24034	0.0696291	9.46135
6.60675	0.131253	-0.00531711	2.23621	0.0696142	9.42805
6.59622	0.131178	-0.00534753	2.23208	0.0695996	9.39469
6.58568	0.131103	-0.00537836	2.22795	0.0695854	9.36128
6.57513	0.131029	-0.0054096	2.22383	0.0695716	9.32781
6.56457	0.130954	-0.00544127	2.2197	0.0695582	9.29428
6.554	0.13088	-0.00547336	2.21558	0.0695451	9.26069
6.54342	0.130806	-0.00550588	2.21146	0.0695324	9.22704
6.53283	0.130732	-0.00553884	2.20735	0.0695201	9.19333
6.52223	0.130658	-0.00557222	2.20323	0.0695082	9.15957
6.51162	0.130584	-0.00560605	2.19912	0.0694967	9.12575
6.50099	0.130511	-0.00564032	2.195	0.0694857	9.09187
6.49036	0.130437	-0.00567503	2.1909	0.069475	9.05793
6.47971	0.130364	-0.00571019	2.18679	0.0694647	9.02394
6.46906	0.130291	-0.00574581	2.18268	0.0694549	8.98988
6.45839	0.130218	-0.00578188	2.17858	0.0694455	8.95577
6.44771	0.130145	-0.00581841	2.17448	0.0694365	8.9216
6.43702	0.130073	-0.0058554	2.17038	0.069428	8.88738
6.42632	0.130001	-0.00589285	2.16628	0.06942	8.85309
6.41561	0.129929	-0.00593078	2.16218	0.0694123	8.81875
6.40489	0.129857	-0.00596918	2.15809	0.0694052	8.78436
6.39415	0.129785	-0.00600805	2.154	0.0693985	8.7499
6.38341	0.129713	-0.0060474	2.14991	0.0693923	8.71539
6.37265	0.129642	-0.00608723	2.14582	0.0693866	8.68082
6.36188	0.129571	-0.00612755	2.14173	0.0693813	8.64619
6.35111	0.129501	-0.00616835	2.13765	0.0693765	8.61151
6.34032	0.12943	-0.00620964	2.13356	0.0693723	8.57677
6.32951	0.12936	-0.00625143	2.12948	0.0693685	8.54197
6.3187	0.12929	-0.00629371	2.1254	0.0693653	8.50712
6.30788	0.12922	-0.00633649	2.12133	0.0693625	8.47221
6.29704	0.129151	-0.00637977	2.11725	0.0693603	8.43725
6.28619	0.129082	-0.00642355	2.11318	0.0693587	8.40223
6.27534	0.129013	-0.00646785	2.1091	0.0693575	8.36715
6.26446	0.128945	-0.00651264	2.10503	0.0693569	8.33202
6.25358	0.128877	-0.00655795	2.10097	0.0693568	8.29684
6.24269	0.128809	-0.00660378	2.0969	0.0693573	8.2616
6.23178	0.128742	-0.00665011	2.09283	0.0693584	8.2263
6.22087	0.128675	-0.00669697	2.08877	0.06936	8.19095
6.20994	0.128608	-0.00674435	2.08471	0.0693622	8.15555
6.199	0.128542	-0.00679224	2.08065	0.069365	8.12009
6.18805	0.128476	-0.00684066	2.07659	0.0693684	8.08458
6.17708	0.12841	-0.00688961	2.07253	0.0693723	8.04902
6.16611	0.128345	-0.00693908	2.06848	0.0693769	8.0134
6.15512	0.12828	-0.00698907	2.06442	0.069382	7.97773
6.14412	0.128216	-0.0070396	2.06037	0.0693878	7.94201
6.13311	0.128152	-0.00709066	2.05632	0.0693942	7.90623
6.12208	0.128089	-0.00714225	2.05227	0.0694012	7.8704
6.11104	0.128026	-0.00719437	2.04823	0.0694089	7.83453
6.1	0.127964	-0.00724703	2.04418	0.0694171	7.7986
6.08894	0.127902	-0.00730022	2.04014	0.0694261	7.76262
6.07786	0.12784	-0.00735394	2.03609	0.0694356	7.72659
6.06678	0.127779	-0.0074082	2.03205	0.0694459	7.69051
6.05568	0.127719	-0.00746299	2.02801	0.0694568	7.65438
6.04457	0.127659	-0.00751832	2.02397	0.0694683	7.6182
6.03345	0.1276	-0.00757418	2.01994	0.0694806	7.58197
6.02231	0.127541	-0.00763058	2.0159	0.0694935	7.54569
6.01117	0.127483	-0.00768751	2.01187	0.0695071	7.50937
6.00001	0.127425	-0.00774497	2.00783	0.0695214	7.473
5.98884	0.127368	-0.00780297	2.0038	0.0695364	7.43658
5.97765	0.127312	-0.00786149	1.99977	0.0695521	7.40011
5.96645	0.127256	-0.00792055	1.99574	0.0695685	7.3636
5.95524	0.127201	-0.00798013	1.99172	0.0695856	7.32704
5.94402	0.127147	-0.00804025	1.98769	0.0696035	7.29044
5.93279	0.127093	-0.00810088	1.98366	0.069622	7.25379
5.92154	0.12704	-0.00816204	1.97964	0.0696414	7.2171
5.91028	0.126987	-0.00822371	1.97562	0.0696614	7.18037
5.899	0.126936	-0.00828591	1.9716	0.0696822	7.14359
5.88771	0.126885	-0.00834861	1.96757	0.0697038	7.10677
5.87641	0.126834	-0.00841183	1.96356	0.0697261	7.06991
5.8651	0.126785	-0.00847555	1.95954	0.0697491	7.033
5.85377	0.126736	-0.00853978	1.95552	0.069773	6.99606
5.84243	0.126688	-0.0086045	1.9515	0.0697976	6.95907
5.83108	0.126641	-0.00866972	1.94749	0.069823	6.92205
5.81971	0.126595	-0.00873542	1.94347	0.0698491	6.88498
5.80834	0.12655	-0.00880161	1.93946	0.0698761	6.84788
5.79694	0.126505	-0.00886827	1.93545	0.0699038	6.81074
5.78554	0.126462	-0.00893541	1.93143	0.0699324	6.77356
5.77412	0.126419	-0.00900301	1.92742	0.0699617	6.73635
5.76268	0.126377	-0.00907107	1.92341	0.0699919	6.6991
5.75124	0.126336	-0.00913958	1.9194	0.0700228	6.66182
5.73978	0.126296	-0.00920854	1.91539	0.0700546	6.6245
5.7283	0.126257	-0.00927793	1.91138	0.0700872	6.58715
5.71681	0.126219	-0.00934775	1.90738	0.0701206	6.54977
5.70531	0.126183	-0.00941798	1.90337	0.0701548	6.51235
5.6938	0.126147	-0.00948863	1.89936	0.0701898	6.4749
5.68227	0.126112	-0.00955967	1.89536	0.0702257	6.43743
5.67072	0.126078	-0.0096311	1.89135	0.0702624	6.39992
5.65916	0.126046	-0.00970291	1.88734	0.0703	6.36238
5.64759	0.126014	-0.00977509	1.88334	0.0703383	6.32482
5.63601	0.125984	-0.00984762	1.87933	0.0703776	6.28723
5.62441	0.125955	-0.00992049	1.87533	0.0704176	6.24961
5.61279	0.125927	-0.00999369	1.87133	0.0704585	6.21197
5.60116	0.1259	-0.0100672	1.86732	0.0705003	6.1743
5.58952	0.125874	-0.010141	1.86332	0.0705429	6.13661
5.57786	0.12585	-0.0102151	1.85932	0.0705863	6.0989
5.56619	0.125827	-0.0102895	1.85531	0.0706306	6.06117
5.5545	0.125805	-0.0103641	1.85131	0.0706757	6.02341
5.5428	0.125785	-0.010439	1.84731	0.0707217	5.98564
5.53109	0.125766	-0.0105141	1.8433	0.0707685	5.94784
5.51936	0.125748	-0.0105894	1.8393	0.0708162	5.91003
5.50761	0.125732	-0.0106649	1.83529	0.0708647	5.8722
5.49585	0.125717	-0.0107405	1.83129	0.0709141	5.83436
5.48407	0.125704	-0.0108163	1.82729	0.0709643	5.7965
5.47228	0.125692	-0.0108922	1.82328	0.0710153	5.75863
5.46048	0.125682	-0.0109682	1.81928	0.0710672	5.72074
5.44866	0.125674	-0.0110443	1.81527	0.07112	5.68285
5.43682	0.125666	-0.0111204	1.81127	0.0711735	5.64494
5.42497	0.125661	-0.0111966	1.80726	0.0712279	5.60703
5.4131	0.125657	-0.0112727	1.80325	0.0712831	5.5691
5.40122	0.125655	-0.0113489	1.79924	0.0713391	5.53117
5.38932	0.125654	-0.011425	1.79524	0.0713959	5.49324
