z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.48739	8.49719	293.082	293.086	299.358	2.03036e+27	1.96294e+160
8.48681	8.49662	293.042	293.046	299.318	2.01027e+27	1.8673e+160
8.48624	8.49604	293.002	293.006	299.278	1.99038e+27	1.77632e+160
8.48566	8.49547	292.962	292.966	299.238	1.97069e+27	1.68977e+160
8.48508	8.49489	292.922	292.926	299.198	1.95119e+27	1.60744e+160
8.48451	8.49431	292.882	292.885	299.158	1.93188e+27	1.52912e+160
8.48393	8.49374	292.841	292.845	299.117	1.91277e+27	1.45462e+160
8.48336	8.49316	292.801	292.805	299.077	1.89384e+27	1.38375e+160
8.48278	8.49259	292.761	292.765	299.037	1.8751e+27	1.31633e+160
8.48221	8.49201	292.721	292.725	298.997	1.85655e+27	1.25219e+160
8.48163	8.49143	292.681	292.685	298.957	1.83818e+27	1.19118e+160
8.48105	8.49086	292.641	292.644	298.917	1.81999e+27	1.13314e+160
8.48048	8.49028	292.6	292.604	298.877	1.80198e+27	1.07793e+160
8.4799	8.48971	292.56	292.564	298.836	1.78415e+27	1.02541e+160
8.47933	8.48913	292.52	292.524	298.796	1.7665e+27	9.75454e+159
8.47875	8.48855	292.48	292.484	298.756	1.74902e+27	9.27927e+159
8.47817	8.48798	292.44	292.444	298.716	1.73172e+27	8.82716e+159
8.4776	8.4874	292.4	292.404	298.676	1.71458e+27	8.39708e+159
8.47702	8.48683	292.36	292.363	298.636	1.69762e+27	7.98795e+159
8.47645	8.48625	292.319	292.323	298.596	1.68082e+27	7.59876e+159
8.47587	8.48567	292.279	292.283	298.555	1.66419e+27	7.22852e+159
8.47529	8.4851	292.239	292.243	298.515	1.64772e+27	6.87633e+159
8.47472	8.48452	292.199	292.203	298.475	1.63142e+27	6.5413e+159
8.47414	8.48394	292.159	292.163	298.435	1.61528e+27	6.22259e+159
8.47356	8.48337	292.119	292.122	298.395	1.59929e+27	5.91941e+159
8.47299	8.48279	292.078	292.082	298.355	1.58347e+27	5.631e+159
8.47241	8.48221	292.038	292.042	298.315	1.5678e+27	5.35664e+159
8.47184	8.48164	291.998	292.002	298.274	1.55229e+27	5.09565e+159
