j	t1(j)	t2(j)	t3(j)	t4(j)
3.71	2.20421	3.59354	4.81588	6.10257
3.72	2.20772	3.59927	4.82215	6.10861
3.73	2.21122	3.60499	4.82842	6.11465
3.74	2.2147	3.61069	4.83468	6.12068
3.75	2.21818	3.61637	4.84094	6.12671
3.76	2.22164	3.62205	4.8472	6.13274
3.77	2.22509	3.62771	4.85345	6.13876
3.78	2.22853	3.63335	4.85971	6.14478
3.79	2.23196	3.63898	4.86596	6.15079
3.8	2.23537	3.64459	4.87221	6.15681
3.81	2.23878	3.65019	4.87846	6.16281
3.82	2.24217	3.65578	4.88471	6.16882
3.83	2.24555	3.66135	4.89095	6.17482
3.84	2.24893	3.66691	4.89719	6.18083
3.85	2.25229	3.67245	4.90343	6.18682
3.86	2.25564	3.67798	4.90967	6.19282
3.87	2.25897	3.68349	4.9159	6.19881
3.88	2.2623	3.68899	4.92213	6.2048
3.89	2.26562	3.69448	4.92836	6.21079
3.9	2.26892	3.69995	4.93459	6.21677
3.91	2.27222	3.7054	4.94081	6.22275
3.92	2.2755	3.71084	4.94703	6.22873
3.93	2.27878	3.71627	4.95325	6.23471
3.94	2.28204	3.72168	4.95946	6.24068
3.95	2.2853	3.72707	4.96567	6.24665
3.96	2.28854	3.73245	4.97188	6.25262
3.97	2.29177	3.73782	4.97809	6.25859
3.98	2.29499	3.74317	4.98429	6.26456
3.99	2.29821	3.7485	4.99049	6.27052
4	2.30141	3.75383	4.99669	6.27648
4.01	2.3046	3.75913	5.00288	6.28244
4.02	2.30779	3.76442	5.00907	6.28839
4.03	2.31096	3.7697	5.01526	6.29435
4.04	2.31412	3.77496	5.02144	6.3003
4.05	2.31728	3.78021	5.02762	6.30625
4.06	2.32042	3.78544	5.03379	6.3122
4.07	2.32355	3.79066	5.03996	6.31815
4.08	2.32668	3.79586	5.04613	6.32409
4.09	2.32979	3.80105	5.0523	6.33003
4.1	2.3329	3.80622	5.05846	6.33597
